country_x,country_code,year,Health expenditure per capita - Total,country_y,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Estonia,EST,2018,2517.863,Estonia,78.2439024390244,5.0,1.9,1.1,2.5,0.8,13.0,2.5
Estonia,EST,2019,2645.134,Estonia,78.6463414634147,5.0,1.8,1.0,2.3,0.8,13.0,2.5
Estonia,EST,2020,2921.827,Estonia,78.5951219512195,5.0,1.7,0.9,2.1,0.7,10.0,2.5
France,FRA,2001,4363.613,France,79.1585365853659,9.0,3.9,2.7,5.3,0.2,12.0,2.5
France,FRA,2002,4546.811,France,79.2609756097561,9.0,3.7,2.7,5.1,0.3,11.0,2.5
France,FRA,2003,4578.138,France,79.1146341463415,9.0,3.6,2.6,4.9,0.3,12.0,2.5
France,FRA,2004,4692.006,France,80.1634146341463,9.0,3.4,2.5,4.8,0.3,10.0,2.5
France,FRA,2005,4758.546,France,80.1634146341463,9.0,3.3,2.4,4.6,0.3,9.8,2.5
France,FRA,2006,4926.712,France,80.8121951219512,10.0,3.3,2.4,4.5,0.3,9.7,2.5
France,FRA,2007,5015.674,France,81.1121951219512,8.0,3.2,2.4,4.4,0.3,11.0,2.5
France,FRA,2008,5077.483,France,81.2146341463415,10.0,3.2,2.4,4.4,0.3,10.0,2.5
France,FRA,2009,5329.271,France,81.4146341463415,10.0,3.1,2.3,4.3,0.3,9.4,2.5
France,FRA,2010,5376.961,France,81.6634146341463,9.0,3.1,2.3,4.2,0.3,9.2,2.5
France,FRA,2011,5422.436,France,82.1146341463415,9.0,3.1,2.3,4.2,0.3,9.0,2.5
France,FRA,2012,5483.953,France,81.9682926829268,9.0,3.1,2.3,4.1,0.3,8.9,2.5
France,FRA,2013,5575.336,France,82.219512195122,9.0,3.1,2.3,4.1,0.4,8.8,2.5
France,FRA,2014,5658.037,France,82.719512195122,9.0,3.1,2.4,4.1,0.4,8.5,2.5
France,FRA,2015,5711.991,France,82.3219512195122,8.0,3.2,2.4,4.2,0.4,8.4,2.5
France,FRA,2016,5803.294,France,82.5731707317073,8.0,3.3,2.5,4.2,0.4,8.7,2.5
France,FRA,2017,5829.314,France,82.5756097560976,8.0,3.3,2.5,4.2,0.4,9.0,2.5
France,FRA,2018,5805.925,France,82.6756097560976,8.0,3.3,2.6,4.3,0.4,8.8,2.5
France,FRA,2019,5852.904,France,82.8268292682927,8.0,3.3,2.5,4.2,0.4,9.0,2.5
France,FRA,2020,5873.888,France,82.1756097560976,8.0,3.3,2.5,4.2,0.4,8.1,2.5
Germany,DEU,2010,5782.639,Germany,79.9878048780488,6.0,3.5,2.3,4.2,0.1,5.5,2.5
Germany,DEU,2011,5794.192,Germany,80.4365853658537,6.0,3.4,2.3,4.1,0.1,5.5,2.5
Germany,DEU,2012,5846.723,Germany,80.5390243902439,5.0,3.4,2.3,4.0,0.1,5.5,2.5
Germany,DEU,2013,5941.813,Germany,80.490243902439,5.0,3.3,2.3,4.0,0.1,5.7,2.5
Germany,DEU,2014,6093.697,Germany,81.090243902439,5.0,3.3,2.3,4.0,0.1,5.9,2.5
Germany,DEU,2015,6296.315,Germany,80.6414634146341,5.0,3.3,2.3,3.9,0.1,7.6,2.5
Germany,DEU,2016,6452.692,Germany,80.990243902439,5.0,3.3,2.3,3.9,0.1,7.6,2.5
Germany,DEU,2017,6627.465,Germany,80.9926829268293,5.0,3.2,2.3,3.9,0.1,7.1,2.5
Germany,DEU,2018,6763.583,Germany,80.8926829268293,5.0,3.2,2.3,3.8,0.1,6.9,2.5
Germany,DEU,2019,6986.616,Germany,81.2926829268293,4.0,3.2,2.3,3.7,0.1,6.1,2.5
Germany,DEU,2020,7364.289,Germany,81.0414634146342,4.0,3.1,2.3,3.7,0.1,5.3,2.5
Greece,GRC,2001,2517.149,Greece,78.3878048780488,4.0,5.1,3.6,6.0,0.1,5.3,2.5
Greece,GRC,2002,2716.958,Greece,78.6414634146341,4.0,4.8,3.3,5.6,0.1,6.0,2.5
Greece,GRC,2003,2941.107,Greece,78.8414634146341,4.0,4.4,2.9,5.2,0.1,6.3,2.5
Greece,GRC,2004,2948.312,Greece,79.0390243902439,3.0,4.1,2.7,4.9,0.1,7.7,2.5
Greece,GRC,2005,3112.642,Greece,79.2390243902439,3.0,3.9,2.5,4.6,0.1,7.3,2.5
Greece,GRC,2006,3173.373,Greece,79.4390243902439,3.0,3.7,2.4,4.3,0.1,6.5,2.5
Greece,GRC,2007,3323.42,Greece,79.4390243902439,3.0,3.5,2.2,4.2,0.1,6.4,2.5
Greece,GRC,2008,3473.102,Greece,79.9390243902439,3.0,3.4,2.2,4.0,0.1,6.1,2.5
Greece,GRC,2009,3564.408,Greece,80.1878048780488,3.0,3.4,2.1,4.0,0.1,5.6,2.5
Greece,GRC,2010,3349.691,Greece,80.3878048780488,3.0,3.3,2.1,4.0,0.1,4.6,2.5
Greece,GRC,2011,2858.48,Greece,80.7317073170732,4.0,3.4,2.2,4.0,0.1,4.7,2.5
Greece,GRC,2012,2569.544,Greece,80.6341463414634,4.0,3.4,2.3,4.0,0.2,5.4,2.5
Greece,GRC,2013,2387.146,Greece,81.2853658536585,4.0,3.5,2.4,4.1,0.2,5.2,2.5
Greece,GRC,2014,2263.877,Greece,81.3853658536585,5.0,3.5,2.5,4.2,0.2,5.1,2.5
Greece,GRC,2015,2397.628,Greece,81.0365853658537,5.0,3.6,2.6,4.3,0.2,4.7,2.5
Greece,GRC,2016,2470.094,Greece,81.3878048780488,5.0,3.6,2.6,4.3,0.2,4.3,2.5
Greece,GRC,2017,2404.498,Greece,81.2878048780488,6.0,3.6,2.5,4.2,0.2,4.6,2.5
Greece,GRC,2018,2435.397,Greece,81.7878048780488,6.0,3.5,2.5,4.2,0.2,4.4,2.5
Greece,GRC,2019,2506.789,Greece,81.6390243902439,6.0,3.5,2.5,4.1,0.2,4.7,2.5
Greece,GRC,2020,2653.634,Greece,81.2878048780488,8.0,3.4,2.4,4.1,0.2,4.1,2.5
Iceland,ISL,2001,3904.948,Iceland,80.690243902439,4.0,3.0,2.0,3.8,0.1,4.8,2.5
Iceland,ISL,2002,4141.197,Iceland,80.5024390243903,4.0,2.8,1.9,3.6,0.1,3.2,2.5
Iceland,ISL,2003,4277.403,Iceland,80.9634146341464,5.0,2.7,1.8,3.4,0.1,2.0,2.5
Iceland,ISL,2004,4351.094,Iceland,80.9975609756098,4.0,2.6,1.7,3.3,0.1,4.3,2.5
Iceland,ISL,2005,4423.144,Iceland,81.5024390243902,4.0,2.5,1.6,3.1,0.1,3.9,2.5
Iceland,ISL,2006,4443.329,Iceland,81.1585365853659,4.0,2.4,1.5,3.0,0.1,4.9,2.5
Iceland,ISL,2007,4544.982,Iceland,81.4536585365854,4.0,2.3,1.5,2.9,0.1,4.4,2.5
Iceland,ISL,2008,4507.014,Iceland,81.609756097561,3.0,2.2,1.4,2.8,0.1,2.2,2.5
Iceland,ISL,2009,4225.351,Iceland,81.7512195121951,3.0,2.2,1.4,2.7,0.1,3.2,2.5
Iceland,ISL,2010,4021.851,Iceland,81.8975609756097,3.0,2.1,1.3,2.7,0.1,8.0,2.5
Iceland,ISL,2011,4013.008,Iceland,82.3585365853659,3.0,2.1,1.3,2.7,0.1,2.9,2.5
Iceland,ISL,2012,3939.78,Iceland,82.9170731707317,3.0,2.1,1.3,2.6,0.1,3.6,2.5
Iceland,ISL,2013,3999.195,Iceland,82.0609756097561,4.0,2.1,1.3,2.6,0.1,3.9,2.5
Iceland,ISL,2014,4070.754,Iceland,82.8609756097561,3.0,2.0,1.3,2.6,0.1,2.8,2.5
Iceland,ISL,2015,4268.791,Iceland,82.4682926829268,3.0,2.1,1.3,2.6,0.1,2.4,2.5
Iceland,ISL,2016,4469.744,Iceland,82.2048780487805,3.0,2.1,1.3,2.6,0.1,2.1,2.5
Iceland,ISL,2017,4660.75,Iceland,82.6609756097561,3.0,2.1,1.3,2.6,0.1,4.4,2.5
Iceland,ISL,2018,4789.57,Iceland,82.8609756097561,3.0,2.1,1.3,2.7,0.1,2.6,2.5
Iceland,ISL,2019,4886.572,Iceland,83.1634146341463,3.0,2.1,1.4,2.7,0.1,4.1,2.5
Iceland,ISL,2020,5010.061,Iceland,83.0634146341463,3.0,2.1,1.4,2.7,0.1,3.8,2.5
India,IND,2001,129.452,India,63.091,371.0,64.5,43.3,88.1,0.5,321.0,18.3
India,IND,2002,132.181,India,63.616,329.0,62.6,41.8,84.5,0.5,320.0,19.9
India,IND,2003,132.984,India,64.094,315.0,60.6,40.4,81.1,0.5,318.0,21.5
India,IND,2004,142.638,India,64.524,301.0,58.7,39.1,77.7,0.5,315.0,22.0
India,IND,2005,148.046,India,64.996,286.0,56.8,37.8,74.4,0.4,311.0,21.4
India,IND,2006,153.135,India,65.412,248.0,54.8,36.6,71.1,0.4,305.0,19.2
India,IND,2007,161.46,India,65.788,234.0,52.8,35.4,67.8,0.4,298.0,16.8
India,IND,2008,167.772,India,66.149,221.0,50.8,34.2,64.5,0.4,291.0,15.6
India,IND,2009,176.466,India,66.513,207.0,48.7,33.0,61.3,0.3,283.0,15.3
India,IND,2010,181.105,India,66.909,179.0,46.7,31.8,58.1,0.3,276.0,14.8
India,IND,2011,184.267,India,67.359,170.0,44.6,30.6,55.0,0.3,268.0,14.3
India,IND,2012,195.532,India,67.887,162.0,42.5,29.4,52.0,0.3,258.0,13.5
India,IND,2013,228.136,India,68.46,154.0,40.5,28.2,49.1,0.3,248.0,12.9
India,IND,2014,229.645,India,69.074,135.0,38.5,27.1,46.3,0.3,243.0,12.6
India,IND,2015,240.1,India,69.636,128.0,36.5,26.0,43.6,0.3,237.0,12.2
India,IND,2016,248.707,India,70.117,121.0,34.7,24.9,41.1,0.2,225.0,11.5
India,IND,2017,220.903,India,70.467,119.0,32.9,23.8,38.7,0.2,217.0,10.5
India,IND,2018,225.668,India,70.71,116.0,31.3,22.7,36.4,0.2,208.0,10.3
India,IND,2019,236.137,India,70.91,116.0,29.7,21.4,34.3,0.2,202.0,11.6
India,IND,2020,249.68,India,70.15,103.0,28.1,20.2,32.4,0.2,195.0,13.1
Indonesia,IDN,2001,134.609,Indonesia,66.758,284.0,39.3,22.1,49.7,0.1,369.0,18.2
Indonesia,IDN,2002,121.637,Indonesia,67.134,286.0,37.7,21.4,47.4,0.1,367.0,18.2
Indonesia,IDN,2003,139.872,Indonesia,67.413,269.0,36.2,20.8,45.3,0.1,366.0,18.0
Indonesia,IDN,2004,138.688,Indonesia,65.75,284.0,36.9,20.4,49.3,0.2,363.0,18.2
Indonesia,IDN,2005,176.632,Indonesia,67.649,276.0,33.5,19.8,41.5,0.2,360.0,18.4
Indonesia,IDN,2006,190.474,Indonesia,67.914,254.0,32.3,19.4,39.8,0.2,357.0,18.2
Indonesia,IDN,2007,210.764,Indonesia,68.189,251.0,31.0,19.0,38.1,0.2,353.0,17.6
Indonesia,IDN,2008,208.359,Indonesia,68.226,256.0,29.9,18.6,36.6,0.3,349.0,16.5
Indonesia,IDN,2009,221.468,Indonesia,68.494,241.0,28.9,17.9,35.1,0.3,345.0,15.1
Indonesia,IDN,2010,247.054,Indonesia,68.679,219.0,27.8,17.3,33.7,0.3,342.0,13.1
Indonesia,IDN,2011,278.207,Indonesia,68.823,236.0,26.8,16.6,32.3,0.3,338.0,11.3
Indonesia,IDN,2012,277.489,Indonesia,68.973,207.0,25.8,15.9,31.1,0.3,335.0,9.8
Indonesia,IDN,2013,282.171,Indonesia,69.264,194.0,24.9,15.3,29.8,0.4,332.0,8.5
Indonesia,IDN,2014,301.372,Indonesia,69.533,194.0,24.0,14.6,28.6,0.4,329.0,8.0
Indonesia,IDN,2015,306.059,Indonesia,69.699,194.0,23.1,14.0,27.5,0.4,325.0,7.3
Indonesia,IDN,2016,326.244,Indonesia,69.798,194.0,22.3,13.4,26.4,0.4,322.0,6.7
Indonesia,IDN,2017,329.058,Indonesia,69.936,194.0,21.5,12.9,25.4,0.4,319.0,6.0
Indonesia,IDN,2018,340.148,Indonesia,70.338,181.0,20.7,12.4,24.5,0.4,316.0,5.9
Indonesia,IDN,2019,350.425,Indonesia,70.518,158.0,20.0,12.0,23.6,0.4,312.0,6.2
Indonesia,IDN,2020,401.751,Indonesia,68.808,173.0,19.4,11.5,22.8,0.4,302.0,6.3
Ireland,IRL,2001,2773.758,Ireland,77.1341463414634,9.0,5.8,3.9,6.9,0.1,12.0,2.5
Ireland,IRL,2002,3006.698,Ireland,77.6341463414634,8.0,5.5,3.7,6.5,0.1,11.0,2.5
Ireland,IRL,2003,3190.186,Ireland,78.1390243902439,7.0,5.1,3.5,6.0,0.1,12.0,2.5
Ireland,IRL,2004,3376.136,Ireland,78.5390243902439,8.0,4.7,3.2,5.6,0.1,12.0,2.5
Ireland,IRL,2005,3737.771,Ireland,78.9439024390244,9.0,4.4,3.0,5.2,0.1,12.0,2.5
Ireland,IRL,2006,3775.404,Ireland,79.2414634146342,8.0,4.1,2.8,4.9,0.1,12.0,2.5
Ireland,IRL,2007,3936.465,Ireland,79.6414634146341,7.0,3.9,2.6,4.6,0.1,11.0,2.5
Ireland,IRL,2008,4195.942,Ireland,80.0951219512195,8.0,3.8,2.5,4.4,0.1,11.0,2.5
Ireland,IRL,2009,4570.972,Ireland,80.190243902439,7.0,3.6,2.5,4.3,0.1,11.0,2.5
Ireland,IRL,2010,4563.185,Ireland,80.7439024390244,7.0,3.5,2.5,4.2,0.2,9.8,2.5
Ireland,IRL,2011,4629.776,Ireland,80.7463414634146,7.0,3.5,2.5,4.1,0.2,9.7,2.5
Ireland,IRL,2012,4644.614,Ireland,80.8463414634146,7.0,3.4,2.5,4.0,0.2,8.5,2.5
Ireland,IRL,2013,4530.941,Ireland,80.9487804878049,6.0,3.3,2.5,3.9,0.2,8.9,2.5
Ireland,IRL,2014,4483.332,Ireland,81.3487804878049,6.0,3.3,2.5,3.8,0.2,7.3,2.5
Ireland,IRL,2015,4603.17,Ireland,81.4536585365854,6.0,3.2,2.4,3.7,0.2,7.2,2.5
Ireland,IRL,2016,4751.098,Ireland,81.6536585365854,5.0,3.1,2.3,3.6,0.2,7.1,2.5
Ireland,IRL,2017,4876.838,Ireland,82.1560975609756,6.0,3.0,2.3,3.5,0.2,7.2,2.5
Ireland,IRL,2018,5013.019,Ireland,82.2048780487805,5.0,2.9,2.2,3.4,0.2,6.9,2.5
Ireland,IRL,2019,5159.499,Ireland,82.7024390243903,6.0,2.9,2.2,3.3,0.2,5.8,2.5
Ireland,IRL,2020,5618.802,Ireland,82.5560975609756,5.0,2.8,2.1,3.3,0.2,5.3,2.5
Italy,ITA,2001,3623.093,Italy,80.1268292682927,10.0,4.5,3.2,5.3,0.2,8.6,2.5
Italy,ITA,2002,3699.086,Italy,80.2292682926829,9.0,4.3,3.1,5.0,0.2,7.9,2.5
Italy,ITA,2003,3670.812,Italy,79.9829268292683,9.0,4.1,2.9,4.8,0.2,8.7,2.5
Italy,ITA,2004,3854.506,Italy,80.7804878048781,8.0,3.9,2.8,4.6,0.2,7.8,2.5
Italy,ITA,2005,3923.952,Italy,80.7829268292683,8.0,3.8,2.7,4.5,0.2,7.6,2.5
Italy,ITA,2006,3992.867,Italy,81.2829268292683,7.0,3.7,2.6,4.3,0.2,8.1,2.5
Italy,ITA,2007,3897.346,Italy,81.4341463414634,7.0,3.6,2.5,4.2,0.3,5.4,2.5
Italy,ITA,2008,3985.801,Italy,81.4853658536585,7.0,3.5,2.5,4.1,0.3,8.0,2.5
Italy,ITA,2009,4008.764,Italy,81.6365853658537,7.0,3.4,2.4,4.1,0.3,7.8,2.5
Italy,ITA,2010,3999.115,Italy,82.0365853658537,7.0,3.4,2.4,4.0,0.3,8.7,2.5
Italy,ITA,2011,3914.124,Italy,82.1878048780488,7.0,3.3,2.4,3.9,0.3,6.5,2.5
Italy,ITA,2012,3788.466,Italy,82.2390243902439,7.0,3.2,2.3,3.8,0.3,5.9,2.5
Italy,ITA,2013,3713.707,Italy,82.690243902439,7.0,3.1,2.2,3.7,0.3,5.7,2.5
Italy,ITA,2014,3771.171,Italy,83.090243902439,6.0,3.1,2.2,3.6,0.3,6.3,2.5
Italy,ITA,2015,3836.314,Italy,82.5439024390244,7.0,3.0,2.1,3.5,0.3,6.6,2.5
Italy,ITA,2016,3862.937,Italy,83.2439024390244,6.0,2.9,2.1,3.4,0.3,7.2,2.5
Italy,ITA,2017,3897.651,Italy,82.9463414634147,6.0,2.8,2.0,3.3,0.3,7.3,2.5
Italy,ITA,2018,3901.229,Italy,83.3463414634146,5.0,2.7,1.9,3.2,0.2,7.2,2.5
Italy,ITA,2019,3931.603,Italy,83.4975609756098,5.0,2.6,1.8,3.0,0.2,6.1,2.5
Italy,ITA,2020,4027.251,Italy,82.1951219512195,5.0,2.5,1.7,2.9,0.2,4.2,2.5
Latvia,LVA,2001,814.345,Latvia,70.7609756097561,32.0,10.8,6.6,13.3,0.3,98.0,4.7
Latvia,LVA,2002,895.568,Latvia,70.9609756097561,28.0,10.3,6.1,12.6,0.3,90.0,3.5
Latvia,LVA,2003,935.814,Latvia,71.2658536585366,34.0,9.7,5.8,11.9,0.3,85.0,2.8
Latvia,LVA,2004,1160.963,Latvia,72.0268292682927,31.0,9.1,5.5,11.2,0.3,80.0,2.5
Latvia,LVA,2005,1250.665,Latvia,71.3560975609756,28.0,8.6,5.4,10.5,0.3,72.0,2.5
Latvia,LVA,2006,1447.993,Latvia,70.8658536585366,26.0,8.1,5.2,9.9,0.4,67.0,2.5
Latvia,LVA,2007,1656.789,Latvia,71.019512195122,25.0,7.7,5.0,9.3,0.4,64.0,2.5
Latvia,LVA,2008,1588.126,Latvia,72.419512195122,22.0,7.3,4.8,8.8,0.4,55.0,2.5
Latvia,LVA,2009,1360.854,Latvia,73.0804878048781,23.0,6.9,4.5,8.3,0.4,51.0,2.5
Latvia,LVA,2010,1360.401,Latvia,73.4829268292683,25.0,6.5,4.2,7.8,0.4,50.0,2.5
Latvia,LVA,2011,1362.259,Latvia,73.5756097560976,24.0,6.0,3.8,7.2,0.4,48.0,2.5
Latvia,LVA,2012,1417.399,Latvia,73.7780487804878,23.0,5.5,3.5,6.6,0.5,54.0,2.5
Latvia,LVA,2013,1474.067,Latvia,73.9829268292683,21.0,5.1,3.2,6.0,0.5,50.0,2.5
Latvia,LVA,2014,1548.816,Latvia,74.1243902439024,22.0,4.7,2.9,5.5,0.5,43.0,2.5
Latvia,LVA,2015,1671.638,Latvia,74.4804878048781,22.0,4.3,2.7,5.1,0.5,41.0,2.5
Latvia,LVA,2016,1876.94,Latvia,74.580487804878,21.0,4.0,2.6,4.7,0.6,38.0,2.5
Latvia,LVA,2017,1901.066,Latvia,74.6292682926829,22.0,3.8,2.4,4.4,0.6,32.0,2.5
Latvia,LVA,2018,2080.432,Latvia,74.7829268292683,23.0,3.6,2.3,4.2,0.6,28.0,2.5
Latvia,LVA,2019,2242.39,Latvia,75.3878048780488,22.0,3.4,2.1,4.0,0.7,24.0,2.5
Latvia,LVA,2020,2403.416,Latvia,75.1853658536585,18.0,3.2,2.0,3.7,0.7,20.0,2.5
Lithuania,LTU,2001,992.48,Lithuania,71.6585365853659,18.0,8.2,4.4,10.3,0.1,86.0,2.5
Lithuania,LTU,2002,1092.508,Lithuania,71.7609756097561,14.0,7.9,4.3,9.9,0.1,81.0,2.5
Lithuania,LTU,2003,1231.168,Lithuania,72.0609756097561,13.0,7.6,4.3,9.5,0.1,88.0,2.5
Lithuania,LTU,2004,1211.196,Lithuania,71.9609756097561,12.0,7.5,4.3,9.3,0.1,69.0,2.5
Lithuania,LTU,2005,1403.36,Lithuania,71.2536585365854,11.0,7.3,4.2,9.1,0.1,73.0,2.5
Lithuania,LTU,2006,1601.115,Lithuania,71.0560975609756,13.0,6.9,4.0,8.6,0.1,83.0,2.5
Lithuania,LTU,2007,1808.153,Lithuania,70.9,12.0,6.4,3.7,8.0,0.1,80.0,2.5
Lithuania,LTU,2008,2001.077,Lithuania,71.8121951219512,11.0,5.9,3.3,7.3,0.1,75.0,2.5
Lithuania,LTU,2009,1875.475,Lithuania,72.9146341463415,10.0,5.4,3.1,6.7,0.1,69.0,2.5
Lithuania,LTU,2010,1827.761,Lithuania,73.2682926829268,10.0,4.9,2.9,6.1,0.1,65.0,2.5
Lithuania,LTU,2011,1902.265,Lithuania,73.5634146341464,9.0,4.5,2.7,5.6,0.1,66.0,2.5
Lithuania,LTU,2012,1938.097,Lithuania,73.8634146341464,8.0,4.2,2.5,5.2,0.1,63.0,2.5
Lithuania,LTU,2013,1986.063,Lithuania,73.9146341463415,8.0,4.0,2.4,5.0,0.1,61.0,2.5
Lithuania,LTU,2014,2105.775,Lithuania,74.5170731707317,9.0,4.0,2.4,5.0,0.2,58.0,2.5
Lithuania,LTU,2015,2270.347,Lithuania,74.3219512195122,8.0,4.0,2.3,4.9,0.2,55.0,2.5
Lithuania,LTU,2016,2410.389,Lithuania,74.6707317073171,8.0,3.8,2.2,4.7,0.2,54.0,2.5
Lithuania,LTU,2017,2480.149,Lithuania,75.4804878048781,8.0,3.5,2.2,4.3,0.2,52.0,2.5
Lithuania,LTU,2018,2629.323,Lithuania,75.6804878048781,8.0,3.2,2.1,4.0,0.2,44.0,2.5
Lithuania,LTU,2019,2931.672,Lithuania,76.2829268292683,7.0,3.0,2.0,3.7,0.2,41.0,2.5
Lithuania,LTU,2020,3092.326,Lithuania,74.9780487804878,9.0,2.9,2.0,3.6,0.2,28.0,2.5
Luxembourg,LUX,2001,5308.944,Luxembourg,77.8243902439025,11.0,3.5,2.1,4.2,0.1,8.1,2.5
Luxembourg,LUX,2002,5709.548,Luxembourg,77.9658536585366,11.0,3.3,2.0,4.0,0.2,8.0,2.5
Luxembourg,LUX,2003,5896.315,Luxembourg,77.7268292682927,12.0,3.1,1.9,3.7,0.2,14.0,2.5
Luxembourg,LUX,2004,6355.326,Luxembourg,79.1219512195122,10.0,2.9,1.8,3.5,0.2,7.8,2.5
Luxembourg,LUX,2005,6380.464,Luxembourg,79.4317073170732,11.0,2.8,1.7,3.3,0.2,9.1,2.5
Luxembourg,LUX,2006,6458.858,Luxembourg,79.2878048780488,11.0,2.7,1.6,3.2,0.2,8.0,2.5
Luxembourg,LUX,2007,6350.745,Luxembourg,79.3829268292683,9.0,2.5,1.6,3.1,0.2,9.3,2.5
Luxembourg,LUX,2008,6507.255,Luxembourg,80.5390243902439,10.0,2.5,1.5,2.9,0.2,6.6,2.5
Luxembourg,LUX,2009,7058.351,Luxembourg,80.6365853658537,8.0,2.4,1.5,2.9,0.2,6.2,2.5
Luxembourg,LUX,2010,7065.356,Luxembourg,80.6317073170732,8.0,2.3,1.5,2.8,0.2,6.6,2.5
Luxembourg,LUX,2011,5838.197,Luxembourg,80.9878048780488,7.0,2.3,1.5,2.8,0.2,5.5,2.5
Luxembourg,LUX,2012,5195.241,Luxembourg,81.3926829268293,8.0,2.3,1.5,2.7,0.2,9.7,2.5
Luxembourg,LUX,2013,5211.295,Luxembourg,81.8,8.0,2.2,1.5,2.7,0.2,8.0,2.5
Luxembourg,LUX,2014,5307.929,Luxembourg,82.2292682926829,6.0,2.2,1.6,2.7,0.2,5.0,2.5
Luxembourg,LUX,2015,5204.959,Luxembourg,82.2926829268293,7.0,2.2,1.6,2.7,0.2,6.1,2.5
Luxembourg,LUX,2016,5234.708,Luxembourg,82.6853658536585,6.0,2.2,1.6,2.7,0.2,5.7,2.5
Luxembourg,LUX,2017,5226.134,Luxembourg,82.0951219512195,7.0,2.2,1.6,2.7,0.2,6.2,2.5
Luxembourg,LUX,2018,5361.343,Luxembourg,82.2951219512195,7.0,2.3,1.7,2.7,0.2,7.9,2.5
Luxembourg,LUX,2019,5542.815,Luxembourg,82.6390243902439,6.0,2.3,1.7,2.7,0.2,8.9,2.5
Luxembourg,LUX,2020,5858.675,Luxembourg,82.1439024390244,6.0,2.3,1.7,2.7,0.2,5.8,2.5
Malta,MLT,2016,3732.361,Malta,82.4536585365854,3.0,5.7,4.3,6.5,0.2,13.0,2.5
Malta,MLT,2017,3950.491,Malta,82.3463414634146,4.0,5.6,4.2,6.4,0.2,10.0,2.5
Malta,MLT,2018,4015.391,Malta,82.4487804878049,4.0,5.4,4.2,6.2,0.2,13.0,2.5
Malta,MLT,2019,4421.963,Malta,82.8585365853659,4.0,5.3,4.1,6.1,0.2,22.0,2.5
Malta,MLT,2020,4652.635,Malta,82.3487804878049,3.0,5.2,4.0,6.0,0.2,31.0,2.5
Mexico,MEX,2001,915.925,Mexico,73.867,57.0,22.6,13.2,26.9,0.2,24.0,3.0
Mexico,MEX,2002,958.966,Mexico,74.106,57.0,21.7,12.2,25.8,0.2,22.0,3.4
Mexico,MEX,2003,1085.062,Mexico,74.274,52.0,20.9,11.3,24.7,0.3,23.0,4.0
Mexico,MEX,2004,1137.256,Mexico,74.372,53.0,20.1,10.4,23.7,0.3,18.0,4.3
Mexico,MEX,2005,1106.137,Mexico,74.376,53.0,19.4,9.7,22.8,0.3,22.0,4.1
Mexico,MEX,2006,1133.293,Mexico,74.331,54.0,18.7,9.3,22.0,0.3,21.0,3.8
Mexico,MEX,2007,1150.493,Mexico,74.238,56.0,18.1,9.2,21.2,0.3,21.0,3.8
Mexico,MEX,2008,1114.819,Mexico,74.152,57.0,17.5,9.1,20.5,0.3,21.0,4.1
Mexico,MEX,2009,1113.22,Mexico,74.119,51.0,16.9,9.1,19.8,0.3,21.0,4.2
Mexico,MEX,2010,1054.883,Mexico,74.19,51.0,16.4,9.0,19.2,0.3,22.0,4.1
Mexico,MEX,2011,1057.781,Mexico,74.365,50.0,15.9,8.8,18.5,0.3,21.0,3.9
Mexico,MEX,2012,1099.619,Mexico,74.574,49.0,15.4,8.6,17.9,0.3,22.0,3.8
Mexico,MEX,2013,1116.091,Mexico,74.739,49.0,14.9,8.4,17.3,0.4,22.0,3.8
Mexico,MEX,2014,1078.084,Mexico,74.797,50.0,14.4,8.3,16.8,0.4,22.0,3.8
Mexico,MEX,2015,1151.554,Mexico,74.682,52.0,14.0,8.3,16.2,0.4,22.0,3.7
Mexico,MEX,2016,1138.12,Mexico,74.412,49.0,13.5,8.4,15.7,0.4,22.0,3.7
Mexico,MEX,2017,1143.4,Mexico,74.138,52.0,13.1,8.5,15.2,0.4,23.0,3.8
Mexico,MEX,2018,1146.928,Mexico,74.015,56.0,12.7,8.7,14.7,0.4,23.0,3.6
Mexico,MEX,2019,1162.739,Mexico,74.202,58.0,12.2,8.6,14.2,0.4,23.0,3.5
Mexico,MEX,2020,1203.081,Mexico,70.133,59.0,11.8,8.4,13.7,0.4,23.0,3.2
Netherlands,NLD,2001,4339.306,Netherlands,78.190243902439,13.0,5.0,3.8,6.1,0.1,10.0,2.5
Netherlands,NLD,2002,4623.161,Netherlands,78.2926829268293,13.0,4.9,3.7,5.9,0.1,9.6,2.5
Netherlands,NLD,2003,4799.943,Netherlands,78.4926829268293,12.0,4.8,3.6,5.7,0.1,9.2,2.5
Netherlands,NLD,2004,4895.442,Netherlands,79.0951219512195,11.0,4.6,3.5,5.5,0.1,9.2,2.5
Netherlands,NLD,2005,4984.825,Netherlands,79.3463414634146,10.0,4.4,3.4,5.3,0.2,7.9,2.5
Netherlands,NLD,2006,5129.798,Netherlands,79.6975609756098,9.0,4.3,3.3,5.1,0.2,7.0,2.5
Netherlands,NLD,2007,5275.058,Netherlands,80.0975609756098,8.0,4.1,3.1,4.9,0.2,6.5,2.5
Netherlands,NLD,2008,5500.148,Netherlands,80.2512195121951,8.0,4.0,3.0,4.7,0.2,6.7,2.5
Netherlands,NLD,2009,5698.142,Netherlands,80.5487804878049,7.0,3.8,2.9,4.6,0.2,7.8,2.5
